Id,country,region,city,postalCode,latitude,longitude,metroCode,areaCode
2256,IN,28,Panagarh,,23.45,87.4333,,
2257,IN,28,Baduria,,22.7417,88.7858,,
2258,IN,2,Nekarikallu,,16.3833,79.95,,
2259,IN,12,Tral,,33.9333,75.1,,
2260,IN,36,Najibabad,,29.6333,78.3333,,
2261,IN,10,Mahendragarh,,28.2833,76.15,,
2262,IN,25,Saint Thomas Mount,,12.9964,80.2031,,
2263,IN,36,Mainpuri,,27.2333,79.0167,,
2264,IN,28,Gangarampur,,25.4,88.5167,,
2265,IN,25,Kilvelur,,10.7667,79.7333,,
2266,IN,9,Thasra,,22.8,73.2167,,
2267,IN,2,Devanakonda,,15.5333,77.55,,
2268,IN,38,Kodarma,,24.4333,85.5167,,
2269,IN,16,Apta,,18.8667,73.1333,,
2270,IN,2,Anojiguda,,17.4306,78.655,,
2271,IN,36,Landhaura,,29.7192,77.3806,,
2272,IN,11,Jawala Mukhi,,31.8833,76.3167,,
2273,IN,25,Adambakkam,,12.9925,80.2044,,
2274,IN,2,Kodumur,,15.6833,77.7833,,
2275,IN,28,Calcutta Bagh Bazar,,22.6,88.3667,,
2276,IN,16,Paratwada,,21.3019,77.5178,,
2277,IN,16,Karli,,18.75,73.4833,,
2278,IN,23,Talwandi Sabo,,29.9833,75.0833,,
2279,IN,21,Katni,,20.3,85.7167,,
2280,IN,28,Nabagram,,22.2881,88.5092,,
2281,IN,25,Surandai,,8.9667,77.4,,
2282,IN,11,Nadaun,,31.7833,76.35,,
2283,IN,16,Akluj,,17.9,75.0333,,
2284,IN,10,Siwani,,28.9167,75.6167,,
2285,IN,7,Azadpur,,28.7167,77.1833,,
2286,IN,10,Sadhaura,,30.3833,77.2167,,
2287,IN,9,Una,,20.8167,71.0333,,
2288,IN,39,Vikasnagar,,30.4683,77.775,,
2289,IN,2,Repalle,,16.0167,80.85,,
2290,IN,2,Shadnagar,,17.0703,78.2058,,
2291,IN,9,Dhrangadhra,,22.9833,71.4667,,
2292,IN,28,Lalgola,,24.4167,88.25,,
2293,IN,28,Khargram,,24.0333,87.9833,,
2294,IN,9,Sayla,,22.55,71.4667,,
2295,IN,9,Kakosi,,24,72.3,,
2296,IN,11,Dera Gopipur,,31.9,76.2167,,
2297,IN,16,Mire,,19.2667,72.8833,,
2298,IN,3,Haulighat,,26.2667,91.3667,,
2299,IN,36,Siswa Bazar,,27.15,83.7667,,
2300,IN,9,Bhujpur,,22.8667,69.6333,,
2301,IN,16,Varangaon,,21.0167,75.9,,
2302,IN,2,Bantumilli,,16.35,81.2833,,
2303,IN,16,Basmat,,19.3167,77.1667,,
2304,IN,3,Jamduar,,26.7167,89.8833,,
2305,IN,39,Katra,,30.4264,77.9756,,
2306,IN,9,Limbdi,,22.5667,71.8,,
2307,IN,9,Jasdan,,22.0333,71.2,,
2308,IN,9,Lathi,,21.7167,71.3833,,
2309,IN,36,Mazra Pathanpur,,29.5661,77.3278,,
2310,IN,10,Dhauj,,28.35,77.2,,
2311,IN,36,Dataganj,,28.0333,79.4,,
2312,IN,37,Arang,,21.2,81.9667,,
2313,IN,38,Dumka,,24.2667,87.25,,
2314,IN,34,Motihari,,26.65,84.9167,,
2315,IN,34,Barh,,25.4833,85.7167,,
2316,IN,16,Mantha,,19.6667,76.3833,,
2317,IN,35,Burhanpur,,21.3,76.2333,,
2318,IN,9,Kunkavar,,21.6333,70.9833,,
2319,IN,3,Kalaigaon,,26.5833,91.9667,,
2320,IN,19,Maski,,15.9667,76.6667,,
2321,IN,16,Sarni,,18.75,75.9,,
2322,IN,24,Dungarpur,,23.8333,73.7167,,
2323,IN,2,Narsipatnam,,17.6667,82.6167,,
2324,IN,36,Chiraiyakot,,25.8833,83.3333,,
2325,IN,19,Nargund,,15.7167,75.3833,,
2326,IN,11,Sabathu,,30.9719,76.9933,,
2327,IN,25,Madras Mylapore,,13.0292,80.2708,,
2328,IN,36,Sandila,,27.0833,80.5167,,
2329,IN,28,Chandrakona,,22.7333,87.5167,,
2330,IN,2,Kamavarapukota,,17.0167,81.2,,
2331,IN,2,Kondapalle,,16.6167,80.5333,,
2332,IN,25,Madras Nungambakan,,13.0606,80.2344,,
2333,IN,25,Villapurum,,11.9333,79.4833,,
2334,IN,9,Jambusar,,22.05,72.8,,
2335,IN,21,Baliapal,,21.6667,87.2833,,
2336,IN,36,Afzalgarh,,29.4,78.6833,,
2337,IN,28,Jiaganj,,24.2333,88.2667,,
2338,IN,9,Rabda,,22.1333,70.7833,,
2339,IN,2,Pedana,,16.2667,81.1667,,
2340,IN,36,Kandhla,,29.3167,77.2667,,
2341,IN,11,Namoli,,31.2667,76.85,,
2342,IN,25,Minjur,,13.2667,80.2667,,
2343,IN,16,Adad,,18.3911,72.9508,,
2344,IN,2,Sadasivpet,,17.6167,77.95,,
2345,IN,23,Maur,,30.0833,75.25,,
2346,IN,2,Nagayalanka,,15.95,80.9167,,
2347,IN,9,Bhanvad,,21.9264,69.7736,,
2348,IN,2,Bhainsa,,19.1,77.9667,,
2349,IN,10,Rania,,29.5333,74.8333,,
2350,IN,2,Appikatla,,15.9667,80.5,,
2351,IN,16,Kamthi,,21.2333,79.2,,
2352,IN,38,Chatra,,24.2167,84.8667,,
2353,IN,28,Pakaur,,24.6333,87.85,,
2354,IN,28,Maldah,,25.0333,88.15,,
2355,IN,34,Ballia,,25.75,84.1667,,
2356,IN,28,Titagarh,,22.7364,88.3736,,
2357,IN,21,Katakiasahi,,20.4667,85.7333,,
2358,IN,10,Gobindgarh,,29.9586,77.0289,,
2359,IN,2,Kazipet,,17.9667,79.5,,
2360,IN,16,Madha,,18.0167,75.5167,,
2361,IN,13,Mukkad,,8.9,76.55,,
2362,IN,25,Harur,,12.0667,78.5,,
2363,IN,13,Manimala,,9.4833,76.75,,
2364,IN,28,Kalimpang,,27.0667,88.4833,,
2365,IN,9,Dahod,,22.8333,74.2667,,
2366,IN,37,Bilaigarh,,21.65,82.7167,,
2367,IN,9,Ahwa,,20.75,73.6833,,
2368,IN,34,Arwal,,25.25,84.6833,,
2369,IN,34,Chhapra,,25.7667,84.75,,
2370,IN,25,Alandurai,,10.9333,76.8,,
2371,IN,10,Dabwali,,29.95,74.7333,,
2372,IN,3,Bokajan,,26.0167,93.7833,,
2373,IN,19,Chikodi,,16.4333,74.6,,
2374,IN,25,Puduvayal,,13.3333,80.1667,,
2375,IN,2,Pamarru,,16.3167,80.95,,
2376,IN,2,Phirangipuram,,16.3,80.2667,,
2377,IN,12,Baramula,,34.2111,74.3408,,
2378,IN,11,Kangar,,31.2239,77.1175,,
2379,IN,34,Sitamarhi,,26.6,85.4833,,
2380,IN,25,Perungudi,,12.9714,80.2472,,
2381,IN,25,Mayavaram,,11.1,79.6667,,
2382,IN,11,Daulatpur,,32.0667,76.25,,
2383,IN,2,Avanigadda,,16.0167,80.9167,,
2384,IN,36,Behat,,30.1667,77.6167,,
2385,IN,2,Rajampet,,14.1833,79.1667,,
2386,IN,10,Bawal,,28.0833,76.5833,,
2387,IN,2,Puttur,,13.45,79.55,,
2388,IN,35,Umaria,,23.5333,80.8333,,
2389,IN,23,Bhogpur,,31.55,75.6325,,
2390,IN,19,Pavagada,,14.1,77.2667,,
2391,IN,10,Diwana,,29.3139,76.9717,,
2392,IN,21,Tarabha,,20.7333,83.65,,
2393,IN,12,Ganderbal,,34.2333,74.7833,,
2394,IN,10,Koali,,28.9172,76.9647,,
2395,IN,25,Poonamallee,,13.0483,80.1075,,
2396,IN,36,Islamnagar,,28.3333,78.7167,,
2397,IN,3,Dhekiajuli,,26.7,92.5,,
2398,IN,2,Hanumakonda,,18.0167,79.6333,,
2399,IN,26,Madhupur,,23.7333,91.2333,,
2400,IN,6,Naroli,,20.2833,72.95,,
2401,IN,16,Malkapur,,16.9333,73.9167,,
2402,IN,2,Kanigiri,,15.4,79.5167,,
2403,IN,28,Karimpur,,23.9667,88.6167,,
2404,IN,9,Chanasma,,23.7167,72.1167,,
2405,IN,23,Makhu,,31.1033,74.9978,,
2406,IN,2,Venkatapuram,,17.2514,78.2453,,
2407,IN,2,Mated,,17.5667,79.7,,
2408,IN,25,Gummidipundi,,13.4,80.15,,
2409,IN,36,Sarurpur,,29.0333,77.2333,,
2410,IN,25,Udamalpet,,10.5833,77.25,,
2411,IN,10,Jakhal Mandi,,29.8,75.8333,,
2412,IN,28,Palashi,,23.8,88.25,,
2413,IN,16,Raipur,,20.4,76.15,,
2414,IN,16,Achalpur,,21.2572,77.5086,,
2415,IN,17,Thoubal,,24.6333,94.0167,,
2416,IN,21,Kochinda,,21.7333,84.35,,
2417,IN,36,Akbarpur,,26.3833,79.95,,
2418,IN,9,Sarkhej,,22.9833,72.5,,
2419,IN,24,Tijara,,27.9333,76.85,,
2420,IN,37,Sarangarh,,21.6,83.0833,,
2421,IN,28,Manipur,,22.2819,88.9111,,
2422,IN,39,Bhowali,,29.3833,79.5167,,
2423,IN,13,Thalavady,,9.35,76.5333,,
2424,IN,16,Sheva Nhava,,18.9625,72.9664,,
2425,IN,28,Begunkodar,,23.3667,86.05,,
2426,IN,23,Taunsa,,30.6306,76.1167,,
2427,IN,33,Pale,,15.4667,74.0833,,
2428,IN,19,Ainapur,,16.6667,74.9,,
2429,IN,12,Sumbal,,34.2333,74.6333,,
2430,IN,11,Nangal Dam,,31.4,76.3667,,
2431,IN,24,Dariba,,24.95,74.1333,,
2432,IN,3,Nilambazar,,24.75,92.35,,
2433,IN,28,Ramchandrapur,,22.8964,88.4753,,
2434,IN,28,Khirpai,,22.7,87.6167,,
2435,IN,24,Nawalgarh,,27.85,75.2667,,
2436,IN,35,Garhakota,,23.7667,79.15,,
2437,IN,28,Kandi,,23.95,88.0333,,
2438,IN,25,Velur,,11.1,78.0167,,
2439,IN,36,Hastinapur,,29.1667,78.0167,,
2440,IN,21,Salepur,,20.4833,86.1,,
2441,IN,13,Aranmula,,9.3333,76.6833,,
2442,IN,38,Chakulia,,22.4833,86.7167,,
2443,IN,12,Nawan,,33.9,74.3306,,
2444,IN,28,Hadia,,22.1303,88.0483,,
2445,IN,19,Bengaluru,,12.9833,77.5833,,
2446,IN,16,Poona,,18.5333,73.8667,,
2447,IN,25,Taramani,,12.9819,80.2406,,
2448,IN,11,Narkanda,,31.2667,77.45,,
2449,IN,3,Kumbhir,,24.9167,92.9833,,
2450,IN,10,Bilaspur,,30.3167,77.3167,,
2451,IN,34,Khagaria,,25.5,86.4833,,
2452,IN,25,Arimalam,,10.2667,78.9,,
2453,IN,10,Pataudi,,28.3167,76.7833,,
2454,IN,12,Kundan,,33.8042,74.2583,,
2455,IN,28,Kankinara,,22.8628,88.3981,,
2456,IN,2,Vinukonda,,16.05,79.75,,
2457,IN,16,Daund,,18.4667,74.6,,
2458,IN,13,Vypeen,,9.9667,76.25,,
2459,IN,38,Patratu,,23.6667,85.2833,,
2460,IN,21,Padmapur,,21,83.0667,,
2461,IN,21,Barpali,,21.2,83.5833,,
2462,IN,28,Egra,,21.9,87.5333,,
2463,IN,13,Alanallur,,11.0167,76.35,,
2464,IN,16,Dapodi,,18.5667,73.8167,,
2465,IN,10,Ismailabad,,30.1176,76.6677,,
2466,IN,9,Gandevi,,20.8167,72.9833,,
2467,IN,2,Ghatkesar,,17.4494,78.6853,,
2468,IN,25,Aravankadu,,11.3667,76.7667,,
2469,IN,11,Banjar,,31.6333,77.35,,
2470,IN,2,Attili,,16.7,81.6,,
2471,IN,36,Fatehgarh,,27.3667,79.6333,,
2472,IN,25,Ulundurpettai,,11.7,79.2833,,
2473,IN,25,Idindakarai,,8.1833,77.75,,
2474,IN,34,Hilsa,,25.3167,85.2833,,
2475,IN,38,Chandwa,,23.6833,84.7333,,
2476,IN,28,Sahapur,,22.5244,88.1669,,
2477,IN,35,Talod,,23.6833,75.6,,
2478,IN,2,Kondapuram,,14.7667,78.2,,
2479,IN,19,Sandur,,15.1,76.55,,
2480,IN,11,Amb,,31.6833,76.1167,,
2481,IN,16,Songir,,21.0833,74.7833,,
2482,IN,36,Gola Bazar,,26.3431,83.3553,,
2483,IN,28,Bansbaria,,22.9719,88.3994,,
2484,IN,36,Phalauda,,29.1833,77.8167,,
2485,IN,36,Pahasu,,28.1833,78.05,,
2486,IN,28,Shibpur,,23.7167,87.05,,
2487,IN,13,Vazhakkad,,11.25,75.95,,
2488,IN,13,Mattanur,,11.9167,75.5833,,
2489,IN,16,Kashti,,18.55,74.5833,,
2490,IN,33,Assolna,,15.1833,73.9667,,
2491,IN,13,Anchal,,8.9,76.9,,
2492,IN,2,Chennur,,14.15,79.8167,,
2493,IN,21,Patna,,21.6333,85.8833,,
2494,IN,23,Dirba,,30.0667,75.9833,,
2495,IN,36,Ujhani,,28.0167,79.0167,,
2496,IN,25,Gangaikondan,,8.85,77.7833,,
2497,IN,39,Mill,,30.4942,77.9542,,
2498,IN,36,Mehnagar,,25.8833,83.1167,,
2499,IN,25,Chennimalai,,11.1667,77.6167,,
2500,IN,11,Theog,,31.1167,77.35,,
2501,IN,9,Bhadran,,22.3667,72.9,,
2502,IN,36,Maghar,,26.7572,83.1278,,
2503,IN,28,Maliara,,23.4833,87.2167,,
2504,IN,28,Santoshpur,,22.5253,88.265,,
2505,IN,36,Chandpur,,29.15,78.2667,,
2506,IN,28,Lalgarh,,22.5833,87.05,,
2507,IN,28,Chanditala,,22.6864,88.2658,,
2508,IN,28,Baruipur,,22.3497,88.4392,,
2509,IN,34,Siwan,,26.2167,84.3667,,
2510,IN,34,Banka,,24.8833,86.9167,,
2511,IN,12,Poonch,,33.7679,74.0897,,
2512,IN,24,Pratapgarh,,24.0333,74.7833,,
2513,IN,25,Chengam,,12.3,78.8,,
2514,IN,24,Nathdwara,,24.9333,73.8167,,
2515,IN,19,Sagar,,14.1667,75.0333,,
2516,IN,36,Bansi,,27.1833,82.9333,,
2517,IN,36,Kheri,,27.9,80.8,,
2518,IN,28,Tribeni,,22.9833,88.4,,
2519,IN,3,Lumding,,25.75,93.1667,,
2520,IN,36,Sirathu,,25.65,81.3167,,
2521,IN,21,Titlagarh,,20.3,83.15,,
2522,IN,25,Vandavasi,,12.5,79.6167,,
2523,IN,7,Mahrauli,,28.5167,77.1833,,
2524,IN,36,Karhal,,27.0003,78.9414,,
2525,IN,16,Rahata,,19.7167,74.4833,,
2526,IN,9,Wadhwan,,22.7,71.6833,,
2527,IN,28,Plassey,,23.8,88.25,,
2528,IN,25,Peelamedu,,11.0333,77,,
2529,IN,38,Gumia,,23.7833,85.8167,,
2530,IN,2,Darsi,,15.7667,79.6833,,
2531,IN,28,Dhupgari,,26.6,89.0167,,
2532,IN,36,Gawan,,28.4333,78.35,,
2533,IN,19,Annigeri,,15.4333,75.4333,,
2534,IN,25,Kelamangalam,,12.6,77.85,,
2535,IN,19,Jigani,,12.7667,77.65,,
2536,IN,30,Pasighat,,28.0667,95.3333,,
2537,IN,34,Bhikhna Thori,,27.3333,84.6167,,
2538,IN,28,Kaliyaganj,,25.6333,88.3167,,
2539,IN,19,Yadgir,,16.7667,77.1333,,
2540,IN,9,Kandla,,23.0333,70.2167,,
2541,IN,33,Mapuca,,15.6,73.8167,,
2542,IN,25,Omalur,,11.7333,78.0667,,
2543,IN,10,Madhuban,,29.6056,76.9803,,
2544,IN,10,Rai,,28.95,77.1,,
2545,IN,19,Gubbi,,13.3106,76.9444,,
2546,IN,35,Mandleshwar,,22.1833,75.6667,,
2547,IN,35,Murheri,,25.5167,77.6,,
2548,IN,28,Kamarpukur,,22.2397,88.4019,,
2549,IN,32,Diu,,20.7,70.9833,,
2550,IN,19,Siruguppa,,15.6333,76.9,,
2551,IN,19,Hosanagara,,13.9167,75.0667,,
2552,IN,23,Dhariwal,,31.9542,75.3192,,
2553,IN,10,Naraingarh,,30.4833,77.1333,,
2554,IN,25,Tondiarpet,,13.1297,80.2897,,
2555,IN,13,Tritala,,10.8,76.1333,,
2556,IN,24,Bissau,,28.25,75.0833,,
2557,IN,36,Gursahaiganj,,27.1167,79.7167,,
2558,IN,16,Chalisgaon,,20.4667,75.0167,,
2559,IN,36,Mirza Murad,,25.3,82.7833,,
2560,IN,24,Lalsot,,26.5667,76.3333,,
2561,IN,2,Vissannapeta,,16.95,80.7833,,
2562,IN,19,Birur,,13.6167,75.9667,,
2563,IN,3,Tamulpur,,26.6667,91.5667,,
2564,IN,35,Nasrullaganj,,22.6833,77.2667,,
2565,IN,26,Udaipur,,23.5333,91.4833,,
2566,IN,37,Jashpurnagar,,22.9,84.15,,
2567,IN,19,Kittur,,15.6,74.8,,
2568,IN,36,Dhampur,,29.3167,78.5167,,
2569,IN,35,Maihar,,24.2667,80.75,,
2570,IN,2,Maruteru,,16.6333,81.7333,,
2571,IN,9,Bhachau,,23.2833,70.35,,
2572,IN,25,Arantangi,,10.1667,78.9833,,
2573,IN,38,Khunti,,23.0833,85.2833,,
2574,IN,13,Kakkad,,9.8833,76.4833,,
2575,IN,35,Balaghat,,21.7833,80.25,,
2576,IN,28,Anandapur,,26.3689,89.8592,,
2577,IN,24,Mandi,,25.6494,75.5931,,
2578,IN,10,Udaipur,,30.2343,76.6259,,
2579,IN,3,Missamari,,26.8,92.6,,
2580,IN,28,Sankrail,,22.55,88.2,,
2581,IN,23,Ghazipur,,30.636,76.8438,,
2582,IN,2,Mummidivaram,,16.65,82.1167,,
2583,IN,36,Nagar,,25.6183,79.2468,,
2584,IN,12,Bani,,34.0681,73.9583,,
2585,IN,33,Serula,,15.5333,73.8333,,
2586,IN,16,Chinchiwad,,18.6167,73.7833,,
2587,IN,24,Aligarh,,25.9667,76.0833,,
2588,IN,28,Dhaniakhali,,22.97,88.1033,,
2589,IN,10,Siwan,,29.8833,76.35,,
2590,IN,19,Malkhed,,17.1833,77.15,,
2591,IN,28,Hajipur,,22.8167,87.6333,,
2592,IN,34,Khagaul,,25.5833,85.05,,
2593,IN,10,Tibri,,29.1167,77.0333,,
2594,IN,9,Chunel,,22.75,73.0333,,
2595,IN,13,Cheruppulasseri,,10.8667,76.3333,,
2596,IN,10,Garhi Harsaru,,28.45,76.9333,,
2597,IN,36,Bhukaheri,,29.5167,77.9167,,
2598,IN,36,Budhana,,29.2833,77.4667,,
2599,IN,28,Bhayda,,22.6142,88.6044,,
2600,IN,33,Jua,,15.5333,73.9333,,
2601,IN,36,Rabupura,,28.25,77.6,,
2602,IN,38,Chitarpur,,23.5667,85.65,,
2603,IN,21,Manda,,20.5833,86.1,,
2604,IN,10,Ratewali,,30.6379,76.9863,,
2605,IN,23,Amblala,,30.5563,76.7872,,
2606,IN,23,Sanghol,,30.7833,76.3833,,
2607,IN,9,Hadmatiya,,22.4167,70.4833,,
2608,IN,25,Vijaya Narayanam,,8.4333,77.8,,
2609,IN,28,Simlapal,,22.9167,87.0833,,
2610,IN,34,Bhabua,,25.05,83.6167,,
2611,IN,9,Bagasara,,21.4833,70.95,,
2612,IN,7,Chhattarpur,,28.5,77.1833,,
2613,IN,2,Rayachoti,,14.05,78.75,,
2614,IN,37,Kurud,,20.8322,81.7214,,
2615,IN,3,Sorbhog,,26.5,90.8667,,
2616,IN,10,Khanpur Majri,,30.0373,76.886,,
2617,IN,16,Alate,,16.7667,74.4,,
2618,IN,19,Vemagallu,,13.2,78.0167,,
2619,IN,36,Gangoh,,29.7667,77.25,,
2620,IN,36,Ghatampur,,26.1667,80.1667,,
2621,IN,25,Vallahadu Kasba,,8.7167,77.85,,
2622,IN,9,Hariana,,22.6,70.2667,,
2623,IN,24,Ajabgarh,,27.2,76.2833,,
2624,IN,25,Katpadi,,12.9833,79.1333,,
2625,IN,16,Umarkhed,,19.6,77.7,,
2626,IN,28,Jafarpur,,22.3208,88.2306,,
2627,IN,13,Ramankari,,9.4333,76.4667,,
2628,IN,23,Bhangala,,32.0167,75.6,,
2629,IN,19,Saundatti Yellamma,,15.7833,75.1167,,
2630,IN,12,Sopur,,34.3,74.4667,,
2631,IN,25,Pamban,,9.2833,79.2,,
2632,IN,16,Dapoli,,17.7667,73.1833,,
2633,IN,28,Mejia,,23.5667,87.1,,
2634,IN,10,Badli,,28.5833,76.8167,,
2635,IN,10,Ghelri,,30.2426,76.9984,,
2636,IN,36,Beswan,,27.65,77.8833,,
2637,IN,11,Jhungi,,31.4333,77.0833,,
2638,IN,23,Ughi,,31.2261,75.3803,,
2639,IN,13,Puduppadi,,11.5,75.9667,,
2640,IN,2,Jayampu,,14.0333,79.7167,,
2641,IN,36,Ghosi,,26.1083,83.5436,,
2642,IN,28,Mihijam,,23.8667,86.8667,,
2643,IN,16,Manwath,,19.3,76.5,,
2644,IN,13,Palayannur,,10.6833,76.4333,,
2645,IN,13,Peradiyur,,10.8833,76.2,,
2646,IN,9,Dhari,,21.3333,71.0167,,
2647,IN,9,Nardipur,,23.3333,72.5667,,
2648,IN,19,Gauribidanur,,13.6111,77.5167,,
2649,IN,28,Taki,,22.5861,88.9214,,
2650,IN,9,Kathor,,21.3,72.9333,,
2651,IN,13,Ambalapulai,,9.4,76.3667,,
2652,IN,9,Tharad,,24.3961,71.6267,,
2653,IN,25,Kuttanallur,,10.7,79.5333,,
2654,IN,2,Cumbum,,15.5667,79.1167,,
2655,IN,25,Rameswaram,,9.2833,79.3,,
2656,IN,12,Palhalan,,34.1833,74.55,,
2657,IN,36,Daula,,28.9667,77.35,,
2658,IN,24,Surajgarh,,28.3124,75.7347,,
2659,IN,16,Devrukh,,17.05,73.6167,,
2660,IN,19,Talikota,,16.4833,76.3167,,
2661,IN,16,Shrigonda,,18.6167,74.6833,,
2662,IN,23,Nadampur,,30.2667,76.1167,,
2663,IN,19,Sulibele,,13.165,77.8017,,
2664,IN,23,Rurka Kalan,,31.1167,75.6667,,
2665,IN,11,Kolar,,30.5167,77.4167,,
2666,IN,36,Bewar,,27.2184,79.3005,,
2667,IN,10,Pundri,,29.75,76.55,,
2668,IN,16,Mohol,,17.8167,75.6667,,
2669,IN,10,Dera Maliyanwala,,29.8906,76.8803,,
2670,IN,24,Garh,,27.3167,76.7333,,
2671,IN,25,Adirampattinam,,10.35,79.4,,
2672,IN,24,Shahpura,,25.6333,74.9333,,
2673,IN,36,Jewar,,28.1333,77.55,,
2674,IN,9,Dandi,,21.3333,72.6333,,
2675,IN,13,Memunda,,11.5833,75.5833,,
2676,IN,21,Mura,,21.7,83.7,,
2677,IN,13,Paparaugardi,,11.05,75.8667,,
2678,IN,24,Owan,,25.45,75.3667,,
2679,IN,16,Jaipur,,19.8833,76.7833,,
2680,IN,12,Badgam,,34.0167,74.7167,,
2681,IN,2,Venkatagirikota,,13,78.5,,
2682,IN,39,Kaladhungi,,29.2833,79.35,,
2683,IN,21,Gopinathapur,,20.3333,86.1167,,
2684,IN,22,Purnankuppam,,11.8667,79.8167,,
2685,IN,23,Gardhiwala,,31.7325,75.7506,,
2686,IN,12,Ratnal,,32.5917,74.8958,,
2687,IN,12,Pattan,,34.1667,74.5667,,
2688,IN,36,Karwi,,25.2,80.9,,
2689,IN,11,Santokhgarh,,31.3667,76.3167,,
2690,IN,16,Dharangaon,,21.0167,75.2667,,
2691,IN,12,Punch,,33.7679,74.0897,,
2692,IN,16,Sasvad,,18.3333,74.0333,,
2693,IN,36,Sansawa,,30.0167,77.4167,,
2694,IN,25,Takkolam,,13.0167,79.7333,,
2695,IN,10,Anwali,,28.9986,76.7556,,
2696,IN,35,Manglia,,22.8167,75.9333,,
2697,IN,3,Mijika,,26.8333,93.1667,,
2698,IN,19,Karajgi,,14.8667,75.4333,,
2699,IN,24,Hanumangarh,,29.5833,74.3167,,
2700,IN,21,Brajrajnagar,,21.8167,83.9167,,
2701,IN,38,Lohardaga,,23.4333,84.6833,,
2702,IN,25,Uttukkottai,,13.3333,79.9,,
2703,IN,36,Binauli,,29.1,77.4,,
2704,IN,10,Bohar,,28.9,76.65,,
2705,IN,9,Jagudan,,23.5167,72.4167,,
2706,IN,35,Bina,,24.1698,78.188,,
2707,IN,19,Halgur,,12.4333,77.2333,,
2708,IN,26,Kamalpur,,24.2,91.8333,,
2709,IN,9,Shivrajpur,,22.4167,73.65,,
2710,IN,10,Bupania,,28.65,76.8167,,
2711,IN,23,Chand Bhan,,30.4,74.9,,
2712,IN,10,Diwanwala,,30.7464,76.9763,,
2713,IN,19,Amargol,,15.4167,75.1167,,
2714,IN,25,Vallakottai,,12.8836,79.9358,,
2715,IN,36,Mankapur,,27.0333,82.2333,,
2716,IN,23,Jandiala Guru,,31.5614,75.0267,,
2717,IN,21,Bhanjanagar,,19.9333,84.5833,,
2718,IN,21,Kharhial,,20.2833,82.7667,,
2719,IN,10,Bara Ferozepur,,30.695,76.858,,
2720,IN,21,Aska,,19.6,84.65,,
2721,IN,36,Dhanwa,,29.6761,77.2711,,
2722,IN,9,Tankari,,21.9833,72.6667,,
2723,IN,23,Lalon Khurd,,30.6104,76.1231,,
2724,IN,25,Kudavasa,,10.85,79.4833,,
2725,IN,35,Sarangi,,23.05,74.9,,
2726,IN,24,Mandhan,,28.1167,76.3833,,
2727,IN,23,Urapar,,31.0553,75.9461,,
2728,IN,24,Phulera,,26.8667,75.2333,,
2729,IN,24,Asop,,26.7939,73.5842,,
2730,IN,24,Ramganj Mandi,,24.65,75.9333,,
2731,IN,12,Leh,,34.1667,77.5833,,
2732,IN,24,Behror,,27.8833,76.2833,,
2733,IN,16,Niphad,,20.0833,74.1167,,
2734,IN,34,Dehri,,24.8667,84.1833,,
2735,IN,2,Piduguralla,,16.4833,79.9,,
2736,IN,25,Suchindram,,8.15,77.4833,,
2737,IN,19,Shirguppi,,15.3667,75.2833,,
2738,IN,28,Fatehabad,,26.4833,88.3,,
2739,IN,23,Mohali,,30.78,76.69,,
2740,IN,16,Murdoli,,21.2333,80.2,,
2741,IN,16,Dharur,,18.8167,76.1167,,
2742,IN,19,Kodlipet,,12.8,75.8833,,
2743,IN,2,Nidumolu,,16.2667,81.0333,,
2744,IN,13,Kondotti,,11.15,75.9667,,
2745,IN,13,Irimbranallur,,10.5167,76.1,,
2746,IN,25,Tirukkurungudi,,8.45,77.5667,,
2747,IN,33,Mandur,,15.45,73.9167,,
2748,IN,25,Arumbakkam,,13.0736,80.2069,,
2749,IN,35,Barwani,,22.0333,74.9,,
2750,IN,23,Bhadson,,30.5067,76.2461,,
2751,IN,34,Kochas,,25.25,83.9167,,
2752,IN,23,Sanaur,,30.3025,76.4553,,
2753,IN,36,Sakrauda,,30.0019,77.8478,,
2754,IN,35,Bishankhera,,23.0167,77.5833,,
2755,IN,2,Singareni,,17.5,80.2667,,
2756,IN,25,Punjai Puliyampatti,,11.35,77.2,,
2757,IN,36,Jhalu,,29.35,78.25,,
2758,IN,10,Bhundsi,,28.35,77.0667,,
2759,IN,16,Thakurvadi,,18.8167,73.3667,,
2760,IN,13,Kutipuram,,10.8333,76.0667,,
2761,IN,13,Karunagapalli,,9.1,76.55,,
2762,IN,25,Malaiyadivaram,,10.8667,78.3833,,
2763,IN,10,Asiaki,,28.3333,76.65,,
2764,IN,34,Hazrat Jandaha,,25.7167,85.5333,,
2765,IN,10,Kosli,,28.4167,76.4833,,
2766,IN,10,Nalvi,,30.1771,76.7787,,
2767,IN,9,Jalalpore,,20.9667,72.9,,
2768,IN,38,Godda,,24.8333,87.2167,,
2769,IN,29,Mangan,,27.5167,88.5333,,
2770,IN,16,Dive,,19.1833,73.0333,,
2771,IN,19,Shahapur,,15.85,74.5167,,
2772,IN,38,Ghatsila,,22.6,86.4833,,
2773,IN,10,Bhainsru Kalan,,28.8119,76.8219,,
2774,IN,11,Siyun,,30.7,77.3667,,
2775,IN,36,Lawar,,29.1167,77.7667,,
2776,IN,23,Narangwal,,30.75,75.75,,
2777,IN,10,Polangi,,28.9492,76.7594,,
2778,IN,23,Makhmelpur,,30.2459,76.5908,,
